TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,TimeSinceLastTransaction,Fraud,KMeans_Cluster,KMeans_Distance,KMeans_Fraud,ZScore_Fraud,IsoForest_Score,IsoForest_Fraud,LogReg_Fraud
TX000325,AC00286,233.24,2023-04-17 16:56:06,Debit,Louisville,D000351,45.241.13.208,M070,ATM,72,1,6939.23,2024-11-04 08:07:39,-48957093.0,False,0,0.7392884185521638,False,False,0.2447423333363924,False,False
TX001039,AC00291,36.57,2023-08-07 16:49:34,Debit,Omaha,D000617,221.23.158.87,M051,ATM,69,1,2583.07,2024-11-04 08:07:02,-39280648.0,False,4,0.9784434877338039,False,False,0.23979315512471272,False,False
TX002478,AC00042,246.41,2023-05-26 17:10:40,Debit,Detroit,D000501,56.89.80.133,M071,ATM,23,1,1431.6,2024-11-04 08:12:12,-45586892.0,False,4,1.4906693531225015,False,False,0.2040105946221591,False,False
TX001882,AC00253,767.66,2023-05-08 17:44:34,Debit,San Jose,D000074,193.209.134.233,M085,ATM,155,1,1801.69,2024-11-04 08:12:04,-47140050.0,False,1,0.8287122075004641,False,False,0.18990440381669588,False,False
TX002135,AC00064,50.43,2023-07-10 16:06:28,Debit,San Jose,D000043,161.195.172.148,M057,Branch,51,1,9794.26,2024-11-04 08:09:10,-41702562.0,False,0,1.0551855284604919,False,False,0.19639818535254383,False,False
TX001110,AC00061,391.08,2023-04-28 17:12:06,Debit,Fresno,D000290,35.220.238.127,M029,Online,105,1,6885.16,2024-11-04 08:10:52,-48005926.0,False,0,0.7959370395657438,False,False,0.24068138600501165,False,False
TX001588,AC00140,241.45,2023-07-24 16:02:33,Debit,Portland,D000435,133.63.96.21,M026,Online,158,1,1594.04,2024-11-04 08:08:42,-40493169.0,False,4,0.4941926126909169,False,False,0.24696083186095324,False,False
TX001669,AC00368,350.96,2023-06-08 16:26:48,Debit,Tucson,D000458,97.106.5.76,M046,ATM,167,1,5463.94,2024-11-04 08:08:03,-44466075.0,False,4,1.1804303635842868,False,False,0.23185372082218408,False,False
TX000529,AC00339,42.55,2023-03-31 18:57:11,Debit,Seattle,D000034,40.192.99.27,M013,Branch,29,1,7341.43,2024-11-04 08:10:32,-50418801.0,False,0,1.3539709129622637,False,False,0.2125106314080104,False,False
TX000354,AC00340,432.63,2023-06-30 17:10:38,Debit,Colorado Springs,D000469,116.237.223.50,M024,ATM,137,1,13648.36,2024-11-04 08:10:24,-42562786.0,False,0,1.533100738515679,False,False,0.12688259546954772,False,False
TX000889,AC00176,1.21,2023-08-21 17:19:06,Debit,Atlanta,D000369,96.115.67.230,M039,Branch,196,1,7542.74,2024-11-04 08:11:34,-38069548.0,False,0,1.4195768554242012,False,False,0.1922130364478849,False,False
TX001866,AC00128,505.14,2023-01-03 17:33:54,Debit,Portland,D000431,48.89.167.189,M058,ATM,179,1,2525.47,2024-11-04 08:11:16,-57940642.0,False,4,1.3146040682204274,False,False,0.20898946474885965,False,False
TX002395,AC00165,33.03,2023-08-10 16:58:10,Debit,Washington,D000376,109.42.41.157,M019,Branch,28,1,935.88,2024-11-04 08:09:57,-39021107.0,False,4,1.526821354703613,False,False,0.20013514379401237,False,False
TX000331,AC00087,182.19,2023-06-19 16:36:25,Debit,Mesa,D000101,157.130.28.27,M007,Branch,53,1,1176.1,2024-11-04 08:06:27,-43515002.0,False,4,1.0717905038682958,False,False,0.2451156293267906,False,False
TX000527,AC00173,345.81,2023-06-26 16:10:57,Debit,Raleigh,D000417,191.82.103.198,M099,Branch,135,1,6116.8,2024-11-04 08:12:14,-42912077.0,False,0,0.8911595841764905,False,False,0.2473162430135074,False,False
TX000747,AC00110,73.95,2023-11-03 16:39:45,Debit,Kansas City,D000337,6.204.110.7,M012,ATM,76,1,363.92,2024-11-04 08:07:22,-31678057.0,False,4,0.9384155671375474,False,False,0.23965589542376475,False,False
TX002441,AC00407,219.44,2023-07-20 18:13:07,Debit,Washington,D000685,60.89.202.192,M003,Online,23,1,4207.27,2024-11-04 08:09:38,-40830991.0,False,4,1.5688484448472202,False,False,0.21182743882564548,False,False
TX001197,AC00404,63.98,2023-10-30 16:01:43,Debit,Baltimore,D000150,182.225.2.156,M026,Online,258,1,7954.12,2024-11-04 08:06:53,-32025910.0,False,0,2.1318519119834844,False,False,0.17831338800046276,False,False
TX000400,AC00285,268.39,2023-06-26 18:25:14,Debit,Miami,D000015,65.164.3.100,M017,ATM,171,1,136.74,2024-11-04 08:06:40,-42903686.0,False,4,0.8534493727463973,False,False,0.21057534588389099,False,False
TX000489,AC00463,308.68,2023-02-27 17:14:10,Debit,Milwaukee,D000391,86.220.59.252,M064,Online,170,1,9992.36,2024-11-04 08:10:16,-53189766.0,False,0,0.9460492150234657,False,False,0.18883908761226292,False,False
TX000596,AC00471,346.11,2023-01-04 17:00:17,Debit,Dallas,D000362,130.92.201.49,M007,Branch,213,1,9551.64,2024-11-04 08:08:03,-57856066.0,False,0,1.517224742578863,False,False,0.1788956329446954,False,False
TX000541,AC00093,230.46,2023-04-25 17:33:27,Debit,Mesa,D000401,59.132.247.252,M003,Online,179,1,162.53,2024-11-04 08:08:50,-48263723.0,False,4,0.9063664087847835,False,False,0.21000792336420948,False,False
TX000638,AC00026,90.88,2023-02-20 16:48:49,Debit,Albuquerque,D000449,196.244.194.198,M071,Branch,176,1,3908.47,2024-11-04 08:07:13,-53795904.0,False,4,0.903031562522343,False,False,0.23097918743186502,False,False
TX002397,AC00241,25.32,2023-03-07 17:49:13,Debit,Oklahoma City,D000422,9.230.41.239,M090,ATM,25,1,1642.34,2024-11-04 08:09:29,-52496416.0,False,4,1.5495849088720686,False,False,0.20279554881763812,False,False
TX001760,AC00010,1086.6,2023-05-22 17:40:46,Debit,San Diego,D000428,74.58.165.67,M016,Online,38,1,1605.67,2024-11-04 08:10:48,-45930602.0,False,1,1.5470420707929176,False,False,0.11445288885552662,False,False
TX001710,AC00215,180.94,2023-07-24 16:41:18,Debit,Raleigh,D000456,45.124.239.44,M028,Branch,57,1,7659.99,2024-11-04 08:10:34,-40490956.0,False,0,0.8317630463794392,False,False,0.24415394189831402,False,False
TX000522,AC00345,534.62,2023-12-05 17:51:28,Debit,Oklahoma City,D000354,178.34.103.183,M007,Online,45,1,13793.53,2024-11-04 08:06:35,-28908907.0,False,0,1.9690309840085425,False,False,0.09335729777429203,False,False
TX001995,AC00114,77.57,2023-12-13 17:02:21,Debit,Atlanta,D000441,136.104.90.223,M091,Online,225,1,12801.93,2024-11-04 08:07:54,-28220733.0,False,0,1.9683036190885526,False,False,0.12227893291687442,False,False
TX002209,AC00071,435.08,2023-07-24 16:01:27,Debit,San Francisco,D000513,109.211.212.135,M038,Online,78,1,2103.41,2024-11-04 08:11:15,-40493388.0,False,4,1.0896231965321843,False,False,0.2362624896863838,False,False
TX002406,AC00103,385.35,2023-10-03 17:14:49,Debit,Miami,D000326,194.174.252.1,M045,Branch,269,1,5184.13,2024-11-04 08:12:12,-34354643.0,False,4,2.26400502304379,False,False,0.1745672466770864,False,False
TX001219,AC00398,285.26,2023-11-01 16:09:05,Debit,Atlanta,D000137,64.57.44.102,M062,ATM,93,1,167.72,2024-11-04 08:11:15,-31852930.0,False,4,0.7711281531832805,False,False,0.2147530102915552,False,False
TX000790,AC00342,92.36,2023-03-27 16:48:34,Debit,Dallas,D000598,3.200.166.167,M092,ATM,144,1,6353.14,2024-11-04 08:07:55,-50771961.0,False,0,0.8678414865797344,False,False,0.25034522494135314,False,False
TX000783,AC00399,300.61,2023-05-01 17:21:46,Debit,El Paso,D000086,165.35.58.173,M006,Online,51,1,7895.54,2024-11-04 08:11:56,-47746210.0,False,0,0.9427664147453502,False,False,0.2356509681614144,False,False
TX000247,AC00415,34.07,2023-11-06 17:22:58,Debit,Philadelphia,D000158,29.168.185.63,M080,Branch,81,1,8709.77,2024-11-04 08:07:21,-31416263.0,False,0,0.7429859049081504,False,False,0.2284738241759337,False,False
TX001820,AC00004,365.43,2023-11-23 16:51:06,Debit,Portland,D000146,136.172.149.77,M014,ATM,176,1,1073.51,2024-11-04 08:09:24,-29949498.0,False,4,0.9595669012093337,False,False,0.23712577349966701,False,False
TX000229,AC00055,52.01,2023-11-07 16:46:04,Debit,Mesa,D000652,178.34.103.183,M019,ATM,85,1,1120.88,2024-11-04 08:11:27,-31332323.0,False,4,0.7989066210352608,False,False,0.24924492019772432,False,False
TX000377,AC00131,208.07,2023-07-10 16:51:12,Debit,Oklahoma City,D000084,157.164.245.130,M100,Online,36,1,8478.9,2024-11-04 08:11:43,-41700031.0,False,0,1.0752871220999076,False,False,0.22104718811274432,False,False
TX000687,AC00370,280.92,2024-01-01 18:21:50,Debit,Phoenix,D000320,120.170.93.69,M048,Online,168,1,5298.85,2024-11-04 08:06:41,-26574291.0,False,4,1.0618330576124906,False,False,0.2421627972575227,False,False
TX002248,AC00003,207.47,2023-10-02 18:57:19,Debit,Miami,D000643,147.234.20.46,M045,ATM,12,1,1688.9,2024-11-04 08:07:01,-34434582.0,False,4,1.627336034868202,False,False,0.188432587160075,False,False
TX000387,AC00322,74.42,2023-11-23 17:23:16,Debit,El Paso,D000273,76.136.92.235,M003,Online,68,1,6264.21,2024-11-04 08:11:23,-29947687.0,False,0,1.0082886624701723,False,False,0.25157534385216684,False,False
TX002350,AC00500,134.55,2023-10-09 16:44:50,Debit,San Jose,D000219,100.137.90.188,M026,Online,165,1,14852.42,2024-11-04 08:08:25,-33837815.0,False,0,1.7795309993938337,False,False,0.1061306897308194,False,False
TX000684,AC00242,120.62,2023-02-27 16:37:11,Debit,Raleigh,D000024,134.222.122.238,M087,ATM,85,1,9379.53,2024-11-04 08:06:39,-53191768.0,False,0,0.5148613052828597,False,False,0.2285084841612448,False,False
TX002075,AC00058,170.96,2023-12-28 16:46:46,Debit,Washington,D000644,96.24.89.146,M083,Branch,69,1,13374.89,2024-11-04 08:06:53,-26925607.0,False,0,1.3586402366418495,False,False,0.1575804598028016,False,False
TX002242,AC00292,237.0,2023-02-10 16:50:10,Debit,Tucson,D000277,203.170.198.177,M076,Online,115,1,14021.4,2024-11-04 08:08:13,-54659883.0,False,0,1.38104878159084,False,False,0.14026710468856052,False,False
TX002420,AC00257,277.22,2023-08-17 17:10:25,Debit,Kansas City,D000582,148.42.122.1,M035,Branch,41,1,12104.51,2024-11-04 08:07:27,-38415422.0,False,0,1.352335572781876,False,False,0.16296720631315198,False,False
TX000353,AC00365,139.45,2023-07-10 16:43:05,Debit,Boston,D000139,77.7.223.184,M004,Online,31,1,1305.76,2024-11-04 08:10:08,-41700423.0,False,4,1.3808825068584054,False,False,0.22951397743448482,False,False
TX001447,AC00061,155.53,2023-03-24 17:04:32,Debit,Baltimore,D000507,77.21.150.75,M041,ATM,66,1,4008.05,2024-11-04 08:08:36,-51030244.0,False,4,0.9984334942008913,False,False,0.24600944085107584,False,False
TX001601,AC00492,369.89,2023-10-18 16:44:36,Debit,San Antonio,D000042,186.54.68.246,M083,ATM,69,1,6941.47,2024-11-04 08:11:27,-33060411.0,False,0,0.944863949239787,False,False,0.24182910820110587,False,False
TX001452,AC00460,26.5,2023-02-08 16:42:59,Debit,Indianapolis,D000175,9.230.41.239,M063,Online,179,1,4854.83,2024-11-04 08:07:24,-54833065.0,False,4,1.1687411797385532,False,False,0.22365913201906878,False,False
TX000538,AC00311,629.82,2023-07-17 16:22:23,Debit,Colorado Springs,D000198,17.87.7.140,M056,ATM,159,1,6385.69,2024-11-04 08:11:59,-41096976.0,False,1,1.115400284103336,False,False,0.20525496927696585,False,False
TX000476,AC00464,1431.3,2023-09-04 18:46:40,Debit,Oklahoma City,D000563,7.105.184.86,M082,ATM,168,1,1058.13,2024-11-04 08:11:20,-36854680.0,True,1,2.2576100147618217,False,True,0.06032412345353322,False,True
TX001817,AC00188,179.38,2023-03-13 17:16:57,Debit,Mesa,D000218,199.59.68.207,M028,Online,173,1,11666.18,2024-11-04 08:10:30,-51980013.0,False,0,1.155657935854971,False,False,0.17183351344804687,False,False
TX001371,AC00405,512.95,2023-10-16 17:08:36,Debit,Columbus,D000335,6.234.101.35,M066,Branch,143,1,9584.52,2024-11-04 08:10:05,-33231689.0,False,0,1.1516522355424017,False,False,0.1965136120429325,False,False
TX000887,AC00480,61.37,2023-02-06 16:54:19,Debit,Columbus,D000074,57.141.198.111,M001,Branch,164,1,4294.44,2024-11-04 08:10:55,-55005396.0,False,4,0.8898440579015843,False,False,0.23724352366794943,False,False
TX001279,AC00297,587.23,2023-07-31 17:54:28,Debit,Omaha,D000010,50.202.8.53,M007,Online,144,1,500.84,2024-11-04 08:09:21,-39881693.0,False,1,1.3398978316840147,False,False,0.20707798117977277,False,False
TX000841,AC00065,186.6,2023-10-25 16:03:16,Debit,Tucson,D000554,184.185.209.72,M086,Branch,139,1,9716.68,2024-11-04 08:10:37,-32458041.0,False,0,0.46537626777056923,False,False,0.2286082844772201,False,False
TX000235,AC00430,5.25,2023-11-13 18:26:24,Debit,San Jose,D000571,93.170.203.44,M010,ATM,49,1,14143.32,2024-11-04 08:12:22,-30807958.0,False,0,1.8069205160577384,False,False,0.10440733818360859,False,False
TX000955,AC00395,391.66,2023-07-10 17:29:39,Debit,Fresno,D000271,119.163.214.161,M062,Branch,103,1,2406.31,2024-11-04 08:06:44,-41697425.0,False,4,0.7756168076888308,False,False,0.2487921686839844,False,False
TX001991,AC00206,436.8,2023-07-03 16:15:11,Debit,Seattle,D000619,19.228.76.177,M082,Online,92,1,1256.33,2024-11-04 08:10:00,-42306889.0,False,4,1.0066373940207185,False,False,0.23950904731576272,False,False
TX001396,AC00090,556.34,2023-10-19 16:34:22,Debit,Seattle,D000377,59.127.135.25,M031,Online,46,1,11935.14,2024-11-04 08:07:12,-32974370.0,False,0,1.7263041434700992,False,False,0.13685636107241916,False,False
TX001695,AC00393,392.05,2023-06-19 16:32:01,Debit,Denver,D000411,32.169.88.41,M099,ATM,172,1,4383.69,2024-11-04 08:06:25,-43515264.0,False,4,1.114256746824182,False,False,0.22786252705083726,False,False
TX000429,AC00182,677.29,2023-05-01 18:28:00,Debit,Houston,D000016,49.172.82.247,M015,Online,287,1,627.79,2024-11-04 08:07:16,-47741956.0,False,1,2.6042513608111477,False,False,0.07465060556786918,False,False
TX001121,AC00362,268.92,2023-08-14 16:32:28,Debit,Chicago,D000127,199.6.127.153,M022,Branch,148,1,8765.38,2024-11-04 08:06:36,-38676848.0,False,0,0.5488285879792251,False,False,0.23481659597593008,False,False
TX001670,AC00017,261.63,2023-05-29 18:27:43,Debit,Chicago,D000622,77.7.223.184,M018,Branch,150,1,477.03,2024-11-04 08:09:33,-45322910.0,False,4,0.592272025491429,False,False,0.2372208427228441,False,False
TX001470,AC00174,50.52,2023-10-16 16:29:39,Debit,Boston,D000377,151.247.130.190,M029,Online,140,1,1121.19,2024-11-04 08:09:12,-33233973.0,False,4,0.5727749195337469,False,False,0.2538908898102567,False,False
TX001607,AC00317,757.79,2023-01-02 16:30:09,Debit,Charlotte,D000032,49.174.157.140,M034,Online,117,1,1443.02,2024-11-04 08:08:27,-58030698.0,False,1,0.7542250569894198,False,False,0.1992841636803397,False,False
TX001338,AC00158,393.92,2023-05-16 16:57:35,Debit,Memphis,D000504,141.169.67.34,M061,Branch,47,1,7318.64,2024-11-04 08:12:07,-46451672.0,False,0,1.1753864288374658,False,False,0.23042320415350231,False,False
TX001288,AC00261,451.68,2023-04-18 18:55:32,Debit,Houston,D000113,210.160.90.52,M072,Online,15,1,4381.54,2024-11-04 08:09:51,-48863659.0,False,4,1.9122298943126717,False,False,0.18605539653711273,False,False
TX001538,AC00324,209.02,2023-03-03 17:08:36,Debit,El Paso,D000599,97.4.209.133,M008,ATM,74,1,187.9,2024-11-04 08:11:19,-52844563.0,False,4,0.9023218885659487,False,False,0.21676133596580965,False,False
TX000737,AC00181,321.93,2023-12-04 18:27:11,Debit,Nashville,D000083,45.241.13.208,M092,ATM,12,1,4392.73,2024-11-04 08:07:51,-28993240.0,False,4,1.7868357501208705,False,False,0.1934781122672683,False,False
TX000270,AC00171,97.98,2023-02-06 16:09:48,Debit,Denver,D000470,211.42.9.0,M033,Branch,18,1,7460.33,2024-11-04 08:08:43,-55007935.0,False,0,1.4208383085716205,False,False,0.19465109991379625,False,False
TX000025,AC00241,145.54,2023-03-02 16:43:56,Debit,Raleigh,D000036,119.186.154.104,M028,Online,96,1,1930.96,2024-11-04 08:07:09,-52932193.0,False,4,0.46363403107489587,False,False,0.25516408909611005,False,False
TX000346,AC00442,26.55,2023-09-20 17:25:26,Debit,Houston,D000112,91.204.200.167,M099,ATM,228,1,3085.38,2024-11-04 08:07:23,-35476917.0,False,4,1.5547689314856628,False,False,0.17594301186896844,False,False
TX001156,AC00281,501.15,2023-08-21 18:07:14,Debit,Phoenix,D000322,180.224.54.115,M088,Branch,208,1,8821.84,2024-11-04 08:11:33,-38066659.0,False,0,1.6862670762228114,False,False,0.16697297272410483,False,False
TX001510,AC00012,308.8,2023-12-26 16:08:51,Debit,Baltimore,D000256,65.164.3.100,M018,ATM,41,1,3966.54,2024-11-04 08:09:59,-27100868.0,False,4,1.36847928177544,False,False,0.241027048403334,False,False
TX001216,AC00097,185.07,2023-12-19 16:57:40,Debit,Colorado Springs,D000322,76.136.92.235,M062,Branch,159,1,636.42,2024-11-04 08:07:39,-27702599.0,False,4,0.5957670966871117,False,False,0.2452002335290781,False,False
TX000703,AC00111,21.49,2023-05-04 16:51:17,Debit,Denver,D000108,60.43.160.195,M050,ATM,240,1,11991.24,2024-11-04 08:08:08,-47488611.0,False,0,2.0983617657468914,False,False,0.12190843120456052,False,False
TX002114,AC00482,15.95,2023-03-14 17:10:00,Debit,Raleigh,D000669,190.92.63.219,M048,Branch,52,1,1983.0,2024-11-04 08:11:39,-51894099.0,False,4,1.213508249180261,False,False,0.23283424078253134,False,False
TX001106,AC00057,22.54,2023-08-29 16:19:14,Debit,El Paso,D000075,161.161.26.115,M044,Online,42,1,7139.11,2024-11-04 08:10:34,-37381880.0,False,0,1.2494034148302557,False,False,0.22073367729777932,False,False
TX001789,AC00338,1612.37,2023-07-24 17:46:13,Debit,Los Angeles,D000025,16.128.130.153,M078,ATM,173,1,3910.59,2024-11-04 08:08:21,-40486928.0,True,1,2.7297820061979405,False,True,0.03319469761631377,False,True
TX002428,AC00374,245.62,2023-12-15 17:01:58,Debit,San Antonio,D000045,167.164.55.0,M021,Branch,127,1,1879.82,2024-11-04 08:08:30,-28047992.0,False,4,0.2034292154770598,False,False,0.24926033007905135,False,False
TX001662,AC00090,532.4,2023-08-24 16:46:58,Debit,Jacksonville,D000096,141.121.30.32,M027,ATM,149,1,1033.73,2024-11-04 08:09:47,-37812169.0,False,4,1.2499495721553624,False,False,0.21854371866816125,False,False
TX001909,AC00456,494.66,2023-06-19 16:59:35,Debit,Houston,D000500,133.63.96.21,M009,Online,110,1,5531.93,2024-11-04 08:06:25,-43513610.0,False,1,1.2775448597299923,False,False,0.23474781954951068,False,False
TX000597,AC00039,138.06,2023-07-25 17:21:53,Debit,Charlotte,D000188,113.21.93.28,M099,Branch,159,1,1070.47,2024-11-04 08:06:52,-40401899.0,False,4,0.5578699039422331,False,False,0.2484583044629105,False,False
TX000689,AC00218,77.03,2023-06-19 16:57:53,Debit,Fresno,D000681,121.67.144.20,M030,ATM,259,1,11310.27,2024-11-04 08:08:06,-43513813.0,False,0,2.228770701006686,False,False,0.12809172682787173,False,False
TX000271,AC00023,196.08,2023-08-25 16:52:28,Debit,San Francisco,D000623,198.73.211.114,M088,Online,98,1,4233.82,2024-11-04 08:06:31,-37725243.0,False,4,0.6877553478897953,False,False,0.2557518038801047,False,False
TX001127,AC00455,372.5,2023-10-16 18:15:48,Debit,Nashville,D000628,205.45.234.42,M073,ATM,211,1,3901.82,2024-11-04 08:10:26,-33227678.0,False,4,1.4232981498551245,False,False,0.20091952524337137,False,False
TX002131,AC00098,215.13,2023-01-05 16:02:42,Debit,Charlotte,D000606,161.168.126.136,M016,Online,114,1,3956.69,2024-11-04 08:08:16,-57773134.0,False,4,0.5219785382528033,False,False,0.24470887035108996,False,False
TX001587,AC00241,211.36,2023-09-14 17:08:40,Debit,San Francisco,D000039,223.189.165.37,M020,Branch,194,1,4760.34,2024-11-04 08:11:24,-35996564.0,False,4,1.1757941806733847,False,False,0.22394863025407719,False,False
TX001335,AC00304,203.34,2023-12-20 17:13:50,Debit,Phoenix,D000057,69.82.61.135,M061,ATM,66,1,13586.99,2024-11-04 08:09:43,-27615353.0,False,0,1.4209628175433695,False,False,0.14848510551698546,False,False
TX001828,AC00059,126.91,2023-08-23 16:04:43,Debit,Kansas City,D000268,86.103.2.29,M050,ATM,42,1,692.69,2024-11-04 08:08:11,-37901008.0,False,4,1.2726532685382224,False,False,0.2399004741425514,False,False
TX001838,AC00219,118.1,2023-09-25 16:07:30,Debit,Fort Worth,D000274,62.27.235.199,M058,ATM,50,1,7976.6,2024-11-04 08:12:07,-35049877.0,False,0,0.9505385089384942,False,False,0.24157648012226118,False,False
TX001797,AC00146,1135.8,2023-09-06 16:03:15,Debit,San Diego,D000485,16.131.3.140,M004,ATM,250,1,13534.3,2024-11-04 08:07:14,-36691439.0,False,1,3.2376528884610214,True,False,0.013082658664066993,False,False
TX001088,AC00330,386.97,2023-01-31 16:51:55,Debit,Raleigh,D000324,107.247.202.71,M098,Branch,137,1,1876.35,2024-11-04 08:06:24,-55523669.0,False,4,0.6960423919283385,False,False,0.24517599640737398,False,False
TX001766,AC00486,282.26,2023-06-26 16:55:17,Debit,Memphis,D000048,210.136.14.108,M028,Online,278,1,6857.2,2024-11-04 08:08:20,-42909183.0,False,0,2.4092245813153825,False,False,0.16763497017523465,False,False
TX002201,AC00219,68.68,2023-09-18 16:15:19,Debit,Sacramento,D000362,195.226.203.234,M094,Online,141,1,4718.51,2024-11-04 08:06:27,-35653868.0,False,4,0.8204672226811733,False,False,0.255798106227701,False,False
TX002222,AC00225,615.16,2023-02-06 16:40:27,Debit,Boston,D000092,62.27.235.199,M080,Online,140,1,214.61,2024-11-04 08:06:37,-55005970.0,False,1,1.3194853986985484,False,False,0.19064982162698563,False,False
TX000941,AC00429,25.38,2023-10-23 16:03:09,Debit,Louisville,D000222,201.114.165.141,M024,Branch,66,1,8616.05,2024-11-04 08:11:41,-32630912.0,False,0,0.9055139166556871,False,False,0.22118440284928004,False,False
TX000061,AC00438,568.52,2023-10-06 18:44:37,Debit,Indianapolis,D000233,27.143.109.203,M094,ATM,152,1,5499.91,2024-11-04 08:06:25,-34089708.0,False,1,1.1297473403269371,False,False,0.21622837602590428,False,False
TX000355,AC00349,131.43,2023-02-01 18:47:20,Debit,Charlotte,D000391,77.7.223.184,M053,Online,65,1,1337.5,2024-11-04 08:12:12,-55430692.0,False,4,0.918582518920723,False,False,0.2514131747528265,False,False
TX000140,AC00385,234.57,2023-09-01 16:09:08,Debit,Chicago,D000553,45.182.28.148,M045,Online,120,1,263.98,2024-11-04 08:08:47,-37123179.0,False,4,0.5160190874812297,False,False,0.21959756249986595,False,False
TX001057,AC00348,65.32,2023-11-02 16:15:50,Debit,Mesa,D000684,40.10.25.102,M094,ATM,54,1,9165.02,2024-11-04 08:11:09,-31766119.0,False,0,0.9623125064852474,False,False,0.20353204205704173,False,False
TX001291,AC00013,427.69,2023-03-28 16:02:03,Debit,Raleigh,D000347,24.148.92.177,M088,ATM,236,1,2443.54,2024-11-04 08:11:53,-50688590.0,False,4,1.7473858825958648,False,False,0.17349631279407202,False,False
TX001160,AC00243,149.4,2023-05-02 16:30:52,Debit,Chicago,D000077,154.138.163.229,M039,ATM,123,1,1035.22,2024-11-04 08:10:16,-47662764.0,False,4,0.31767570787569455,False,False,0.25318176611714444,False,False
TX000148,AC00161,514.95,2023-04-13 18:37:48,Debit,New York,D000109,23.92.205.75,M056,Online,142,5,421.93,2024-11-04 08:10:01,-49296733.0,True,3,2.339564909814817,False,True,-0.0202511872780321,True,True
TX000837,AC00348,474.05,2023-08-10 18:30:37,Debit,San Jose,D000643,24.129.74.189,M031,ATM,214,1,1484.31,2024-11-04 08:10:46,-39015609.0,False,4,1.5800227452132465,False,False,0.18480232233481697,False,False
TX000641,AC00170,41.51,2023-10-04 16:47:33,Debit,Phoenix,D000688,16.51.235.240,M084,Online,48,1,609.6,2024-11-04 08:11:54,-34269861.0,False,4,1.2850065424836936,False,False,0.22779656024749517,False,False
TX002485,AC00172,421.56,2023-07-18 17:56:55,Debit,San Jose,D000056,86.220.59.252,M047,Online,144,1,8037.87,2024-11-04 08:10:58,-41004843.0,False,0,0.8770643164636842,False,False,0.2250217272289486,False,False
TX001072,AC00497,333.83,2023-07-31 17:46:50,Debit,Fresno,D000063,121.67.144.20,M097,ATM,135,1,1660.66,2024-11-04 08:11:07,-39882257.0,False,4,0.5227985047880805,False,False,0.25083842579905774,False,False
TX001697,AC00108,849.76,2023-08-16 16:28:30,Debit,Seattle,D000690,64.89.183.39,M023,ATM,269,1,373.88,2024-11-04 08:07:50,-38504360.0,False,1,2.32807436219409,False,False,0.07936748892994527,False,False
TX000750,AC00455,199.84,2023-01-16 16:01:34,Debit,Dallas,D000330,48.19.99.211,M082,ATM,150,1,706.44,2024-11-04 08:09:14,-56822860.0,False,4,0.4929824822609958,False,False,0.2450210289395377,False,False
TX001397,AC00041,34.31,2023-04-28 16:55:28,Debit,Philadelphia,D000353,167.95.191.52,M094,ATM,251,1,1484.76,2024-11-04 08:11:26,-48006958.0,False,4,1.8397274942102932,False,False,0.1831860944864912,False,False
TX002205,AC00358,474.77,2023-10-06 18:26:45,Debit,Boston,D000164,65.124.242.67,M038,Online,284,1,8494.53,2024-11-04 08:06:24,-34090779.0,False,0,2.5959249229145613,False,False,0.12619613074325664,False,False
TX001267,AC00417,6.03,2023-08-09 18:42:25,Debit,Chicago,D000358,86.83.61.143,M035,Branch,70,1,3290.72,2024-11-04 08:09:27,-39101222.0,False,4,1.0651237096401163,False,False,0.22928285194883302,False,False
TX002191,AC00497,184.19,2023-04-24 16:28:14,Debit,Indianapolis,D000396,80.75.92.66,M035,ATM,58,1,7588.67,2024-11-04 08:10:28,-48354134.0,False,0,0.8239542369072902,False,False,0.24140015832469847,False,False
TX000101,AC00265,383.37,2023-01-24 17:23:56,Debit,Fort Worth,D000321,18.72.115.111,M066,Branch,24,1,8901.93,2024-11-04 08:11:07,-56126831.0,False,0,1.379444747143129,False,False,0.19524587858142695,False,False
TX001218,AC00381,23.38,2023-09-25 18:46:41,Debit,Memphis,D000412,6.204.110.7,M062,Branch,89,1,9968.49,2024-11-04 08:09:41,-35040180.0,False,0,0.7833698088305575,False,False,0.2091220045794447,False,False
TX002345,AC00363,284.17,2023-05-24 16:02:39,Debit,Memphis,D000247,40.192.99.27,M074,ATM,189,1,3479.56,2024-11-04 08:08:05,-45763526.0,False,4,1.00199213918559,False,False,0.2233834419499518,False,False
TX001472,AC00250,153.07,2023-04-03 18:37:57,Debit,Detroit,D000503,92.214.76.157,M034,ATM,116,1,8873.43,2024-11-04 08:12:06,-50160849.0,False,0,0.20375561921203236,False,False,0.2365554180609722,False,False
TX000766,AC00037,79.8,2023-12-22 17:17:34,Debit,Fort Worth,D000477,189.198.67.252,M070,ATM,76,1,6372.58,2024-11-04 08:06:48,-27442154.0,False,0,0.914674500634687,False,False,0.2537098354216298,False,False
TX000618,AC00366,115.11,2023-05-05 17:34:22,Debit,Albuquerque,D000632,190.164.160.79,M011,Online,139,1,9808.97,2024-11-04 08:10:18,-47399756.0,False,0,0.5722062685500633,False,False,0.23253509875843414,False,False
