,TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,Customer_ID,TimeSinceLastTransaction,Fraud,Threat Level,Threat_Level
374,TX000481,AC00306,144.3,2023-12-08 17:24:44,Debit,Oklahoma City,D000098,93.170.203.44,M049,ATM,88,1,312.19,2024-11-04 08:10:39,98219,-28651555.0,0,0.0,Low
375,TX000483,AC00148,366.21,2023-01-12 17:57:06,Debit,Oklahoma City,D000483,210.160.90.52,M052,ATM,181,1,10862.99,2024-11-04 08:11:36,11077,-57161670.0,0,0.0,Low
376,TX000484,AC00305,99.11,2023-05-01 16:58:41,Debit,Philadelphia,D000195,42.219.228.159,M015,Online,12,1,5414.87,2024-11-04 08:09:35,69543,-47747454.0,0,0.0,Low
377,TX000485,AC00329,539.35,2023-05-22 17:34:50,Debit,Milwaukee,D000051,216.32.4.105,M002,ATM,127,1,3919.44,2024-11-04 08:11:49,60612,-45931019.0,0,0.0,Low
378,TX000486,AC00400,188.99,2023-06-08 16:43:06,Debit,Oklahoma City,D000551,200.136.146.93,M065,Branch,92,1,7315.34,2024-11-04 08:07:32,60074,-44465066.0,0,0.0,Low
379,TX000487,AC00148,1416.69,2023-01-16 17:00:11,Debit,Nashville,D000418,219.98.242.240,M015,ATM,58,1,3740.73,2024-11-04 08:11:35,13385,-56819484.0,1,2.0,Medium
380,TX000488,AC00128,710.14,2023-03-08 16:20:43,Debit,El Paso,D000667,83.207.115.164,M059,ATM,227,1,465.63,2024-11-04 08:12:20,79900,-52415497.0,0,0.0,Low
381,TX000489,AC00463,308.68,2023-02-27 17:14:10,Debit,Milwaukee,D000391,86.220.59.252,M064,Online,170,1,9992.36,2024-11-04 08:10:16,49913,-53189766.0,0,0.0,Low
382,TX000490,AC00256,166.68,2023-03-27 18:47:56,Debit,Mesa,D000130,187.52.200.18,M008,ATM,139,1,5141.19,2024-11-04 08:12:19,59825,-50765063.0,0,0.0,Low
383,TX000491,AC00166,0.99,2023-09-13 16:55:14,Debit,Los Angeles,D000503,187.199.178.27,M029,ATM,133,1,4317.85,2024-11-04 08:09:12,76219,-36083638.0,0,0.0,Low
384,TX000492,AC00318,505.19,2023-03-14 16:25:04,Debit,Kansas City,D000660,60.89.202.192,M023,ATM,128,5,5326.68,2024-11-04 08:10:19,10733,-51896715.0,1,3.0,Medium
385,TX000493,AC00213,66.58,2023-12-04 17:06:43,Debit,Raleigh,D000419,20.147.6.179,M040,Branch,79,1,1636.32,2024-11-04 08:08:48,16855,-28998125.0,0,0.0,Low
386,TX000494,AC00075,223.43,2023-02-08 17:59:42,Debit,Dallas,D000095,198.73.211.114,M091,Branch,178,1,7932.41,2024-11-04 08:09:38,65889,-54828596.0,0,0.0,Low
387,TX000495,AC00498,659.95,2023-09-20 16:59:45,Debit,Detroit,D000665,94.227.164.192,M044,Online,114,1,3927.69,2024-11-04 08:06:26,29953,-35478401.0,0,0.0,Low
388,TX000496,AC00039,634.86,2023-08-10 16:28:55,Debit,Chicago,D000151,122.94.26.104,M009,ATM,45,1,588.5,2024-11-04 08:08:00,69390,-39022745.0,0,0.0,Low
389,TX000499,AC00450,654.48,2023-08-07 16:37:06,Debit,Columbus,D000277,148.112.151.27,M047,Branch,114,1,6776.41,2024-11-04 08:10:17,74756,-39281591.0,0,0.0,Low
390,TX000500,AC00325,157.97,2023-06-21 16:00:51,Debit,Philadelphia,D000635,89.237.88.251,M009,Branch,140,1,5529.92,2024-11-04 08:10:06,90057,-43344555.0,0,0.0,Low
391,TX000501,AC00433,120.9,2023-07-12 16:17:27,Debit,Tucson,D000195,200.136.146.93,M074,Branch,52,1,9009.42,2024-11-04 08:08:19,53821,-41529052.0,0,0.0,Low
392,TX000502,AC00284,254.77,2023-01-18 16:47:29,Debit,Denver,D000216,16.128.130.153,M031,Branch,57,1,5994.87,2024-11-04 08:07:07,61548,-56647178.0,0,0.0,Low
393,TX000503,AC00103,795.96,2023-09-28 17:53:43,Debit,Raleigh,D000283,54.252.249.33,M014,Online,119,1,5468.58,2024-11-04 08:08:26,37144,-34784083.0,0,0.0,Low
394,TX000504,AC00080,149.25,2023-04-10 16:38:45,Debit,Omaha,D000604,3.77.114.6,M067,ATM,142,1,5677.52,2024-11-04 08:07:41,50314,-49562936.0,0,0.0,Low
395,TX000507,AC00327,493.42,2023-06-14 17:21:32,Debit,Baltimore,D000474,28.149.72.129,M039,Branch,111,1,2232.84,2024-11-04 08:10:01,65093,-43944509.0,0,0.0,Low
396,TX000508,AC00491,37.57,2023-04-26 18:35:50,Debit,El Paso,D000422,173.135.78.201,M048,ATM,42,1,7739.54,2024-11-04 08:09:21,19114,-48173611.0,0,0.0,Low
397,TX000510,AC00266,96.89,2023-03-16 16:02:01,Debit,Sacramento,D000295,136.105.231.135,M005,ATM,53,1,6044.93,2024-11-04 08:11:06,67038,-51725345.0,0,0.0,Low
398,TX000511,AC00167,448.33,2023-05-01 16:11:56,Debit,Atlanta,D000452,142.148.226.178,M031,ATM,161,1,922.19,2024-11-04 08:09:44,68585,-47750268.0,0,0.0,Low
399,TX000512,AC00153,1116.48,2023-09-18 17:44:50,Debit,San Diego,D000633,164.75.163.220,M057,ATM,55,1,447.53,2024-11-04 08:11:35,43066,-35648805.0,0,0.0,Low
400,TX000513,AC00012,8.65,2023-06-05 17:08:37,Debit,Las Vegas,D000309,200.136.146.93,M037,Online,273,1,10778.35,2024-11-04 08:09:03,72365,-44722826.0,0,0.0,Low
401,TX000514,AC00469,65.57,2023-04-06 17:24:16,Debit,Miami,D000649,1.198.76.182,M039,Online,82,1,7513.79,2024-11-04 08:06:26,33831,-49905730.0,0,0.0,Low
402,TX000515,AC00127,539.81,2023-02-21 16:14:16,Debit,San Francisco,D000632,51.196.87.214,M064,Online,177,1,2051.25,2024-11-04 08:09:05,39659,-53711689.0,0,0.0,Low
403,TX000516,AC00480,363.53,2023-01-18 17:03:54,Debit,Kansas City,D000131,134.140.85.231,M068,ATM,142,1,1038.91,2024-11-04 08:10:57,33696,-56646423.0,0,0.0,Low
404,TX000518,AC00122,358.18,2023-04-10 16:44:52,Debit,Boston,D000650,100.198.165.4,M028,ATM,157,1,619.86,2024-11-04 08:07:58,84430,-49562586.0,0,0.0,Low
405,TX000519,AC00067,167.2,2023-01-18 17:53:37,Debit,San Antonio,D000002,56.67.227.142,M036,Branch,84,1,11320.83,2024-11-04 08:06:52,73450,-56643195.0,0,0.0,Low
406,TX000520,AC00014,121.91,2023-06-26 18:39:52,Debit,Chicago,D000264,135.29.211.116,M015,Branch,133,1,14510.8,2024-11-04 08:08:59,69166,-42902947.0,0,0.0,Low
407,TX000521,AC00098,137.57,2023-12-11 17:26:22,Debit,Louisville,D000218,40.10.25.102,M067,Online,70,1,5103.67,2024-11-04 08:11:22,80726,-28392300.0,0,0.0,Low
408,TX000522,AC00345,534.62,2023-12-05 17:51:28,Debit,Oklahoma City,D000354,178.34.103.183,M007,Online,45,1,13793.53,2024-11-04 08:06:35,97453,-28908907.0,0,0.0,Low
409,TX000523,AC00360,463.92,2023-03-13 16:41:12,Debit,Mesa,D000533,199.103.32.145,M010,Online,199,1,2403.39,2024-11-04 08:09:14,39739,-51982082.0,0,0.0,Low
410,TX000524,AC00043,320.14,2023-01-31 16:58:42,Debit,Milwaukee,D000141,83.182.211.68,M021,Online,96,1,3075.97,2024-11-04 08:07:40,49211,-55523338.0,0,0.0,Low
411,TX000525,AC00295,214.93,2023-05-15 17:02:15,Debit,Albuquerque,D000038,23.255.214.209,M038,Online,52,1,7835.4,2024-11-04 08:08:51,57128,-46537596.0,0,0.0,Low
412,TX000526,AC00313,660.02,2023-10-12 16:57:36,Debit,Nashville,D000462,77.7.223.184,M053,Branch,84,1,414.43,2024-11-04 08:08:35,50890,-33577859.0,0,0.0,Low
413,TX000527,AC00173,345.81,2023-06-26 16:10:57,Debit,Raleigh,D000417,191.82.103.198,M099,Branch,135,1,6116.8,2024-11-04 08:12:14,20651,-42912077.0,0,0.0,Low
414,TX000528,AC00364,143.54,2023-10-16 16:06:05,Debit,Philadelphia,D000432,83.207.115.164,M096,ATM,80,1,6067.62,2024-11-04 08:08:22,19527,-33235337.0,0,0.0,Low
415,TX000529,AC00339,42.55,2023-03-31 18:57:11,Debit,Seattle,D000034,40.192.99.27,M013,Branch,29,1,7341.43,2024-11-04 08:10:32,59507,-50418801.0,0,0.0,Low
416,TX000531,AC00369,541.79,2023-08-11 16:43:45,Debit,Mesa,D000558,93.169.212.219,M098,ATM,125,1,1454.08,2024-11-04 08:11:29,61534,-38935664.0,0,0.0,Low
417,TX000532,AC00033,40.57,2023-02-13 17:02:27,Debit,Columbus,D000380,173.252.44.183,M096,Branch,63,1,1476.91,2024-11-04 08:06:37,52238,-54399850.0,0,0.0,Low
418,TX000533,AC00077,120.24,2023-08-28 16:52:22,Debit,Milwaukee,D000570,49.29.37.185,M087,Branch,131,2,1943.13,2024-11-04 08:08:20,60412,-37466158.0,0,0.0,Low
419,TX000534,AC00437,498.67,2023-12-05 16:19:23,Debit,Miami,D000690,89.6.100.149,M036,Online,244,1,1719.97,2024-11-04 08:08:24,14138,-28914541.0,0,0.0,Low
420,TX000535,AC00152,227.22,2023-03-27 18:52:04,Debit,El Paso,D000350,197.187.216.106,M074,ATM,220,1,832.82,2024-11-04 08:11:56,61943,-50764792.0,0,0.0,Low
421,TX000536,AC00161,1182.86,2023-12-11 16:06:51,Debit,Tucson,D000673,96.24.89.146,M050,Online,34,1,7696.16,2024-11-04 08:08:58,81108,-28396927.0,1,1.0,Low
422,TX000538,AC00311,629.82,2023-07-17 16:22:23,Debit,Colorado Springs,D000198,17.87.7.140,M056,ATM,159,1,6385.69,2024-11-04 08:11:59,43430,-41096976.0,0,0.0,Low
423,TX000539,AC00183,59.44,2023-06-13 17:52:56,Debit,Chicago,D000479,64.15.0.66,M002,Online,176,1,5472.03,2024-11-04 08:06:34,51788,-44028818.0,0,0.0,Low
424,TX000540,AC00407,186.69,2023-12-29 16:38:21,Debit,New York,D000546,162.151.179.167,M015,Branch,54,1,8602.22,2024-11-04 08:08:12,78025,-26839791.0,0,0.0,Low
425,TX000541,AC00093,230.46,2023-04-25 17:33:27,Debit,Mesa,D000401,59.132.247.252,M003,Online,179,1,162.53,2024-11-04 08:08:50,70529,-48263723.0,0,0.0,Low
426,TX000545,AC00145,377.12,2023-08-14 17:12:27,Debit,Houston,D000321,112.56.160.202,M049,ATM,61,1,836.67,2024-11-04 08:11:40,94189,-38674753.0,0,0.0,Low
427,TX000547,AC00005,420.28,2023-05-17 17:28:25,Debit,Washington,D000677,110.150.1.201,M002,Branch,144,1,8557.32,2024-11-04 08:09:01,34483,-46363236.0,0,0.0,Low
428,TX000548,AC00456,97.09,2023-04-10 18:26:56,Debit,Fort Worth,D000164,221.206.44.63,M052,ATM,202,4,1579.57,2024-11-04 08:06:33,19672,-49556377.0,1,2.0,Medium
429,TX000549,AC00041,124.59,2023-05-05 17:32:18,Debit,Charlotte,D000037,85.239.236.80,M025,Branch,171,1,129.29,2024-11-04 08:09:21,77603,-47399823.0,0,0.0,Low
430,TX000550,AC00257,73.88,2023-01-02 16:27:18,Debit,Charlotte,D000611,142.148.226.178,M015,Online,34,1,6474.41,2024-11-04 08:09:09,83711,-58030911.0,0,0.0,Low
431,TX000551,AC00356,77.43,2023-01-19 16:11:12,Debit,Raleigh,D000403,100.137.90.188,M047,Online,169,1,1380.21,2024-11-04 08:06:33,17089,-56562921.0,0,0.0,Low
432,TX000552,AC00465,106.16,2023-04-14 17:21:48,Debit,Phoenix,D000673,48.89.167.189,M098,ATM,277,4,7487.79,2024-11-04 08:08:51,18361,-49214823.0,0,0.0,Low
433,TX000553,AC00158,245.93,2023-06-06 18:53:35,Debit,Fresno,D000096,219.98.242.240,M054,Branch,172,1,7986.63,2024-11-04 08:11:58,83728,-44630303.0,0,0.0,Low
434,TX000554,AC00086,622.41,2023-12-11 16:57:41,Debit,Indianapolis,D000680,134.222.122.238,M100,ATM,125,1,7322.01,2024-11-04 08:07:48,45309,-28393807.0,0,0.0,Low
435,TX000555,AC00322,43.73,2023-04-03 16:43:29,Debit,Omaha,D000631,194.88.79.54,M011,ATM,145,1,9929.43,2024-11-04 08:10:33,75311,-50167624.0,0,0.0,Low
436,TX000556,AC00433,1282.86,2023-05-15 16:52:40,Debit,Austin,D000388,62.251.170.72,M070,Branch,68,1,1830.98,2024-11-04 08:07:32,25594,-46538092.0,1,2.0,Medium
437,TX000558,AC00402,770.65,2023-07-05 17:49:26,Debit,Jacksonville,D000119,161.161.26.115,M016,Online,137,1,7198.8,2024-11-04 08:09:01,72372,-42128375.0,0,0.0,Low
438,TX000559,AC00317,260.31,2023-02-28 16:46:55,Debit,Austin,D000404,195.226.203.234,M065,Branch,113,1,10980.38,2024-11-04 08:12:03,69919,-53105108.0,0,0.0,Low
439,TX000562,AC00301,119.89,2023-12-19 17:11:31,Debit,Tucson,D000013,166.79.195.157,M004,ATM,60,1,6697.77,2024-11-04 08:09:02,46960,-27701851.0,0,0.0,Low
440,TX000563,AC00216,106.39,2023-02-13 18:42:09,Debit,Virginia Beach,D000485,211.42.9.0,M003,Online,281,1,9410.99,2024-11-04 08:10:32,24982,-54394103.0,0,0.0,Low
441,TX000564,AC00223,12.04,2023-11-15 16:08:52,Debit,Fort Worth,D000535,31.127.129.152,M053,Online,58,1,6213.32,2024-11-04 08:08:25,26744,-30643173.0,0,0.0,Low
442,TX000565,AC00413,365.7,2023-01-27 16:35:40,Debit,Houston,D000051,81.248.235.147,M045,Branch,115,2,368.78,2024-11-04 08:10:17,25361,-55870477.0,0,0.0,Low
443,TX000567,AC00216,319.85,2023-07-26 16:44:22,Debit,Denver,D000589,219.31.152.129,M083,ATM,148,1,711.66,2024-11-04 08:07:45,86508,-40317803.0,0,0.0,Low
444,TX000570,AC00460,170.53,2023-02-06 18:59:44,Debit,Oklahoma City,D000140,158.135.64.240,M089,Branch,58,1,801.01,2024-11-04 08:09:49,13520,-54997805.0,0,0.0,Low
445,TX000572,AC00434,41.49,2023-04-24 16:47:20,Debit,Albuquerque,D000422,32.71.250.58,M027,Online,13,1,928.33,2024-11-04 08:12:03,49541,-48353083.0,0,0.0,Low
446,TX000574,AC00461,350.46,2023-12-08 16:16:02,Debit,Nashville,D000079,152.234.65.155,M023,Branch,165,1,5839.38,2024-11-04 08:06:32,43836,-28655430.0,0,0.0,Low
447,TX000576,AC00013,33.46,2023-02-20 16:52:03,Debit,Seattle,D000617,189.248.139.91,M003,ATM,111,1,3641.07,2024-11-04 08:09:12,99426,-53795829.0,0,0.0,Low
448,TX000577,AC00345,104.79,2023-08-07 16:06:32,Debit,Denver,D000531,80.247.6.83,M039,ATM,223,1,1352.19,2024-11-04 08:10:07,21342,-39283415.0,0,0.0,Low
449,TX000578,AC00013,246.27,2023-12-27 16:48:30,Debit,Fresno,D000102,144.91.150.133,M058,Online,141,1,7299.86,2024-11-04 08:10:57,85831,-27012147.0,0,0.0,Low
450,TX000579,AC00296,48.85,2023-12-08 16:45:12,Debit,Dallas,D000645,68.254.244.208,M049,ATM,176,1,1503.56,2024-11-04 08:07:15,84655,-28653723.0,0,0.0,Low
451,TX000580,AC00192,332.0,2023-04-27 16:27:41,Debit,Charlotte,D000101,197.23.128.119,M038,ATM,17,1,5943.13,2024-11-04 08:07:03,37648,-48094762.0,0,0.0,Low
452,TX000581,AC00378,118.1,2023-10-31 16:49:13,Debit,Memphis,D000023,110.243.14.36,M071,Online,167,1,895.66,2024-11-04 08:09:14,33933,-31936801.0,0,0.0,Low
453,TX000583,AC00475,295.64,2023-12-14 17:31:18,Debit,Jacksonville,D000225,170.225.23.251,M021,Online,82,1,1061.96,2024-11-04 08:10:41,12508,-28132763.0,0,0.0,Low
454,TX000584,AC00022,514.33,2023-06-02 16:27:08,Debit,Philadelphia,D000478,218.54.207.160,M017,Branch,160,1,1592.94,2024-11-04 08:12:17,16323,-44984709.0,0,0.0,Low
455,TX000585,AC00150,992.17,2023-02-27 18:23:11,Debit,San Antonio,D000205,90.111.245.138,M007,ATM,169,1,6215.96,2024-11-04 08:12:19,90151,-53185748.0,0,0.0,Low
456,TX000586,AC00362,94.59,2023-12-01 17:04:00,Debit,Washington,D000270,47.82.77.181,M085,Online,34,1,6171.89,2024-11-04 08:10:37,63035,-29257597.0,0,0.0,Low
457,TX000587,AC00170,80.43,2023-01-04 16:09:43,Debit,Columbus,D000483,157.47.114.20,M014,Branch,157,1,5987.67,2024-11-04 08:08:18,21793,-57859115.0,0,0.0,Low
458,TX000588,AC00429,54.25,2023-07-31 16:51:50,Debit,Virginia Beach,D000353,51.250.122.123,M042,Online,37,1,14783.33,2024-11-04 08:08:53,48867,-39885423.0,0,0.0,Low
459,TX000590,AC00144,518.85,2023-10-23 18:37:47,Debit,Kansas City,D000100,73.54.203.165,M038,Online,82,1,1806.0,2024-11-04 08:06:37,21197,-32621330.0,0,0.0,Low
460,TX000591,AC00449,10.65,2023-04-24 16:24:49,Debit,Louisville,D000484,38.166.40.246,M081,Online,161,1,13240.72,2024-11-04 08:10:21,43354,-48354332.0,0,0.0,Low
461,TX000593,AC00426,107.03,2023-03-06 18:27:13,Debit,Miami,D000628,221.23.158.87,M038,Branch,73,1,1408.07,2024-11-04 08:12:13,63410,-52580700.0,0,0.0,Low
462,TX000594,AC00039,139.57,2023-11-17 17:59:11,Debit,Fort Worth,D000222,13.30.106.126,M030,ATM,263,3,271.78,2024-11-04 08:07:23,44802,-30463692.0,1,2.0,Medium
463,TX000595,AC00051,312.47,2023-05-02 17:24:26,Debit,Milwaukee,D000658,207.157.126.125,M033,ATM,148,4,9419.27,2024-11-04 08:08:05,89765,-47659419.0,1,2.0,Medium
464,TX000596,AC00471,346.11,2023-01-04 17:00:17,Debit,Dallas,D000362,130.92.201.49,M007,Branch,213,1,9551.64,2024-11-04 08:08:03,85830,-57856066.0,0,0.0,Low
465,TX000597,AC00039,138.06,2023-07-25 17:21:53,Debit,Charlotte,D000188,113.21.93.28,M099,Branch,159,1,1070.47,2024-11-04 08:06:52,26651,-40401899.0,0,0.0,Low
466,TX000598,AC00274,158.02,2023-09-20 17:09:14,Debit,New York,D000032,60.153.124.80,M026,ATM,120,1,9374.24,2024-11-04 08:09:57,52070,-35478043.0,0,0.0,Low
467,TX000600,AC00211,435.5,2023-05-15 18:41:05,Debit,Oklahoma City,D000461,10.191.172.154,M008,ATM,112,1,6981.03,2024-11-04 08:09:40,96630,-46531715.0,0,0.0,Low
468,TX000601,AC00184,110.49,2023-10-31 17:06:47,Debit,Raleigh,D000449,187.52.200.18,M068,Online,48,1,10483.93,2024-11-04 08:12:20,83704,-31935933.0,0,0.0,Low
469,TX000602,AC00436,329.4,2023-12-25 16:30:09,Debit,Denver,D000692,104.155.121.252,M017,Online,68,1,9588.07,2024-11-04 08:07:55,21394,-27185866.0,0,0.0,Low
470,TX000603,AC00107,635.4,2023-09-19 16:55:00,Debit,Denver,D000002,215.97.143.157,M018,ATM,106,1,1238.11,2024-11-04 08:11:45,94973,-35565405.0,0,0.0,Low
471,TX000604,AC00203,769.97,2023-02-16 18:56:44,Debit,San Diego,D000393,24.129.74.189,M058,Branch,23,1,1244.93,2024-11-04 08:09:51,60205,-54133987.0,0,0.0,Low
472,TX000605,AC00398,175.07,2023-09-04 17:46:20,Debit,Colorado Springs,D000379,147.125.143.41,M091,Branch,169,1,1040.25,2024-11-04 08:08:15,28361,-36858115.0,0,0.0,Low
473,TX000606,AC00312,7.31,2023-06-26 16:04:11,Debit,Las Vegas,D000060,160.160.113.117,M028,Branch,282,1,5757.67,2024-11-04 08:07:15,61434,-42912184.0,0,0.0,Low
474,TX000607,AC00225,175.15,2023-11-09 17:02:41,Debit,Detroit,D000367,16.51.235.240,M090,ATM,32,1,1712.65,2024-11-04 08:09:45,39175,-31158424.0,0,0.0,Low
475,TX000608,AC00150,32.54,2023-07-04 16:25:35,Debit,Oklahoma City,D000008,4.101.189.38,M022,Online,183,4,1544.88,2024-11-04 08:07:01,71476,-42219686.0,1,2.0,Medium
476,TX000609,AC00413,121.82,2023-09-08 18:24:14,Debit,Dallas,D000542,40.198.240.246,M032,Online,119,1,13293.83,2024-11-04 08:11:30,57848,-36510436.0,0,0.0,Low
477,TX000610,AC00479,56.12,2023-09-13 18:49:55,Debit,El Paso,D000431,11.167.243.171,M049,ATM,102,1,8839.67,2024-11-04 08:09:30,42095,-36076775.0,0,0.0,Low
478,TX000612,AC00242,35.16,2023-10-25 17:50:23,Debit,Chicago,D000075,195.237.152.198,M029,Branch,130,1,8459.18,2024-11-04 08:10:34,52900,-32451611.0,0,0.0,Low
479,TX000613,AC00149,35.73,2023-06-12 16:48:03,Debit,Miami,D000693,205.69.66.135,M028,Branch,87,1,9073.17,2024-11-04 08:11:09,85362,-44119386.0,0,0.0,Low
480,TX000614,AC00084,3.44,2023-01-19 17:24:30,Debit,Fort Worth,D000389,45.64.74.86,M004,ATM,108,1,7561.33,2024-11-04 08:12:20,99928,-56558870.0,0,0.0,Low
481,TX000618,AC00366,115.11,2023-05-05 17:34:22,Debit,Albuquerque,D000632,190.164.160.79,M011,Online,139,1,9808.97,2024-11-04 08:10:18,96495,-47399756.0,0,0.0,Low
482,TX000619,AC00170,171.11,2023-05-15 16:52:24,Debit,San Francisco,D000172,55.154.161.250,M084,ATM,171,1,6324.09,2024-11-04 08:08:40,66165,-46538176.0,0,0.0,Low
483,TX000620,AC00130,168.54,2023-02-02 16:13:13,Debit,Oklahoma City,D000467,119.105.89.125,M064,ATM,142,2,13406.0,2024-11-04 08:08:14,87407,-55353301.0,0,0.0,Low
484,TX000621,AC00183,420.76,2023-02-23 16:04:35,Debit,Miami,D000329,76.0.164.168,M054,Branch,76,1,6581.55,2024-11-04 08:08:38,76257,-53539443.0,0,0.0,Low
485,TX000622,AC00219,408.46,2023-03-01 16:17:46,Debit,Raleigh,D000669,201.95.180.152,M058,Branch,28,1,3140.79,2024-11-04 08:08:20,99980,-53020234.0,0,0.0,Low
486,TX000625,AC00425,580.71,2023-09-20 16:37:48,Debit,Philadelphia,D000203,115.30.82.168,M046,ATM,95,1,5670.0,2024-11-04 08:10:54,37519,-35479986.0,0,0.0,Low
487,TX000627,AC00454,253.47,2023-06-14 17:07:08,Debit,Atlanta,D000388,81.248.235.147,M077,Branch,238,1,220.51,2024-11-04 08:08:12,91840,-43945264.0,0,0.0,Low
488,TX000628,AC00403,22.81,2023-05-29 17:53:03,Debit,New York,D000065,81.102.230.41,M083,Online,75,1,3634.76,2024-11-04 08:07:59,85182,-45324896.0,0,0.0,Low
489,TX000632,AC00223,810.36,2023-01-17 16:59:03,Debit,Columbus,D000393,139.23.212.102,M081,ATM,67,1,9239.12,2024-11-04 08:07:19,63064,-56732896.0,0,0.0,Low
490,TX000633,AC00487,9.83,2023-07-24 17:04:17,Debit,Memphis,D000054,210.98.198.143,M004,ATM,86,1,666.42,2024-11-04 08:09:03,83341,-40489486.0,0,0.0,Low
491,TX000635,AC00275,340.05,2023-10-27 17:26:53,Debit,Detroit,D000196,163.58.140.206,M038,ATM,37,1,7234.15,2024-11-04 08:07:43,79150,-32280050.0,0,0.0,Low
492,TX000636,AC00482,283.45,2023-10-17 17:24:47,Debit,Colorado Springs,D000399,128.16.32.183,M039,Branch,127,1,2049.51,2024-11-04 08:08:51,18657,-33144244.0,0,0.0,Low
493,TX000637,AC00357,100.99,2023-05-29 16:20:29,Debit,New York,D000466,109.105.179.186,M078,ATM,114,1,8865.27,2024-11-04 08:09:12,64053,-45330523.0,0,0.0,Low
494,TX000638,AC00026,90.88,2023-02-20 16:48:49,Debit,Albuquerque,D000449,196.244.194.198,M071,Branch,176,1,3908.47,2024-11-04 08:07:13,74989,-53795904.0,0,0.0,Low
495,TX000639,AC00416,655.15,2023-01-02 16:22:54,Debit,Seattle,D000626,11.167.243.171,M083,ATM,264,1,5587.44,2024-11-04 08:07:15,99488,-58031061.0,0,0.0,Low
496,TX000640,AC00058,320.55,2023-05-01 17:11:47,Debit,Milwaukee,D000549,199.6.127.153,M041,Online,118,1,438.75,2024-11-04 08:08:14,92689,-47746587.0,0,0.0,Low
497,TX000641,AC00170,41.51,2023-10-04 16:47:33,Debit,Phoenix,D000688,16.51.235.240,M084,Online,48,1,609.6,2024-11-04 08:11:54,42282,-34269861.0,0,0.0,Low
498,TX000644,AC00131,235.4,2023-09-26 17:02:25,Debit,Detroit,D000141,73.108.76.238,M038,Branch,70,1,818.36,2024-11-04 08:10:13,95244,-34960068.0,0,0.0,Low
499,TX000645,AC00176,159.32,2023-01-16 18:57:13,Debit,Seattle,D000446,37.227.215.145,M033,Branch,100,1,304.44,2024-11-04 08:10:32,90634,-56812399.0,0,0.0,Low
500,TX000648,AC00276,20.22,2023-03-10 18:26:19,Debit,Jacksonville,D000123,170.225.23.251,M003,ATM,138,1,5515.32,2024-11-04 08:06:32,32101,-52234813.0,0,0.0,Low
501,TX000649,AC00447,50.4,2023-03-27 17:02:44,Debit,San Antonio,D000565,44.197.126.59,M079,Branch,84,1,1677.01,2024-11-04 08:07:17,12746,-50771073.0,0,0.0,Low
502,TX000650,AC00143,73.88,2023-05-08 17:42:36,Debit,Los Angeles,D000405,134.140.85.231,M009,Branch,131,1,4055.55,2024-11-04 08:08:11,27285,-47139935.0,0,0.0,Low
503,TX000651,AC00139,119.61,2023-03-14 16:21:01,Debit,San Diego,D000102,99.205.173.118,M017,ATM,53,1,9899.94,2024-11-04 08:07:28,62204,-51896787.0,0,0.0,Low
504,TX000652,AC00208,1241.05,2023-11-21 16:26:41,Debit,Miami,D000105,156.96.135.18,M089,Branch,129,1,756.74,2024-11-04 08:11:48,37840,-30123907.0,1,1.0,Low
505,TX000653,AC00426,116.58,2023-08-31 16:38:18,Debit,Raleigh,D000646,20.147.6.179,M038,Branch,247,1,2620.74,2024-11-04 08:06:50,54909,-37207712.0,0,0.0,Low
506,TX000654,AC00423,1919.11,2023-06-27 17:48:25,Debit,Portland,D000191,207.157.126.125,M033,ATM,161,1,11090.24,2024-11-04 08:10:27,76342,-42819722.0,1,3.0,Medium
507,TX000655,AC00381,391.96,2023-06-19 16:21:58,Debit,Nashville,D000452,121.67.144.20,M032,ATM,79,1,2174.16,2024-11-04 08:06:47,30376,-43515889.0,0,0.0,Low
508,TX000658,AC00071,443.68,2023-04-25 18:58:32,Debit,Tucson,D000400,16.94.155.46,M012,ATM,137,1,874.15,2024-11-04 08:10:26,99036,-48258714.0,0,0.0,Low
509,TX000659,AC00054,101.76,2023-02-20 17:27:24,Debit,Philadelphia,D000374,78.69.172.205,M071,Branch,26,1,6043.25,2024-11-04 08:11:08,20761,-53793824.0,0,0.0,Low
510,TX000660,AC00182,67.57,2023-08-17 16:44:38,Debit,Charlotte,D000498,165.35.58.173,M093,Branch,107,1,2766.12,2024-11-04 08:11:15,96018,-38417197.0,0,0.0,Low
511,TX000661,AC00257,326.29,2023-12-06 17:10:35,Debit,Denver,D000184,6.44.165.160,M025,Online,179,1,8171.26,2024-11-04 08:10:44,99943,-28825209.0,0,0.0,Low
512,TX000662,AC00006,158.56,2023-02-28 17:28:13,Debit,Sacramento,D000027,218.238.171.184,M087,ATM,100,1,5401.21,2024-11-04 08:10:48,53637,-53102555.0,0,0.0,Low
513,TX000663,AC00424,56.02,2023-06-19 17:50:29,Debit,Memphis,D000455,81.248.235.147,M003,Online,142,1,3548.02,2024-11-04 08:07:58,64883,-43510649.0,0,0.0,Low
514,TX000664,AC00131,288.28,2023-01-17 17:11:24,Debit,Portland,D000127,191.25.177.160,M087,Online,36,1,160.83,2024-11-04 08:06:33,83654,-56732109.0,0,0.0,Low
